Date,StatusCode,Url
2019-11-16 19:47:23Z, 200, http://www.google.com
2019-11-16 19:47:24Z, 200, http://www.google.com
2019-11-16 19:47:24Z, 200, http://www.google.com
2019-11-16 19:47:25Z, 200, http://www.google.com
2019-11-16 19:47:26Z, 200, http://www.google.com
2019-11-16 19:47:30Z, 200, http://www.google.com
2019-11-16 19:47:30Z, 200, http://www.google.com
2019-11-16 19:47:31Z, 200, http://www.google.com
2019-11-16 19:47:31Z, 200, http://www.google.com
2019-11-16 19:47:32Z, 200, http://www.google.com
2019-11-16 19:47:32Z, 200, http://www.google.com
2019-11-16 19:47:33Z, 200, http://www.google.com
2019-11-16 19:47:34Z, 200, http://www.google.com
2019-11-16 19:47:34Z, 200, http://www.google.com
2019-11-16 19:47:35Z, 200, http://www.google.com
2019-11-16 19:47:35Z, 200, http://www.google.com
2019-11-16 19:47:36Z, 200, http://www.google.com
2019-11-16 19:47:37Z, 200, http://www.google.com
2019-11-16 19:47:37Z, 200, http://www.google.com
2019-11-16 19:47:38Z, 200, http://www.google.com
2019-11-16 19:47:38Z, 200, http://www.google.com
2019-11-16 19:47:39Z, 200, http://www.google.com
2019-11-16 19:47:40Z, 200, http://www.google.com
2019-11-16 19:47:41Z, 200, http://www.google.com
2019-11-16 19:47:41Z, 200, http://www.google.com
2019-11-16 19:47:43Z, 200, http://www.google.com
2019-11-16 19:47:43Z, 200, http://www.google.com
2019-11-16 19:47:44Z, 200, http://www.google.com
2019-11-16 19:47:44Z, 200, http://www.google.com
2019-11-16 19:47:45Z, 200, http://www.google.com
2019-11-16 19:47:45Z, 200, http://www.google.com
2019-11-16 19:49:29Z, 200, http://www.google.com
2019-11-16 19:50:00Z, 200, http://www.google.com
2019-11-16 19:50:32Z, 301, http://www.news.com
2019-11-16 19:51:02Z, 301, http://www.news.com
2019-11-16 19:51:32Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 19:52:02Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 19:52:36Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 19:53:07Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 19:53:39Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 19:54:16Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 19:54:48Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 19:55:27Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 19:55:58Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 19:56:33Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 19:57:04Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 19:57:34Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 19:58:05Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 19:58:35Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 19:59:05Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 19:59:36Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 20:00:14Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 20:00:45Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 20:01:16Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 20:01:49Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 20:02:22Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 20:02:55Z, 200, http://httparrot.herokuapp.com/get
2019-11-16 20:04:05Z, 200, http://www.google.com
2019-11-16 20:04:39Z, 200, http://www.google.com
2019-11-16 20:05:13Z, 200, http://www.google.com
2019-11-16 20:05:48Z, 200, http://www.google.com
2019-11-16 20:06:21Z, 200, http://www.google.com
2019-11-16 20:06:54Z, 200, http://www.google.com
